x x.1
-0.68936008 6
-0.68922013 6
-0.68897196 6
-0.68891674 6
-0.6887967 6
-0.68821802 6
-0.68812814 6
-0.68806608 6
-0.68800965 6
-0.68741376 6
-0.68644022 6
-0.68565109 6
-0.68477962 6
-0.68418999 6
-0.68412945 6
-0.68396613 6
-0.68386146 6
-0.68376968 6
-0.68321365 6
-0.68310972 6
-0.68298027 6
-0.68291214 6
-0.68286814 6
-0.68285465 6
-0.68267093 6
-0.68257603 6
-0.68252103 6
-0.68246297 6
-0.68243411 6
-0.68242541 6
-0.68242225 6
-0.68230547 6
-0.6822704 6
-0.68224813 6
-0.6822144 6
-0.68219592 6
-0.6821332 6
-0.68210233 6
-0.6820042 6
-0.68191576 6
-0.68190846 6
-0.68182726 6
-0.68180945 6
-0.68178024 6
-0.68176271 6
-0.68175182 6
-0.68166834 6
-0.68154321 6
-0.68148474 6
-0.68146167 6
-0.68107667 6
-0.68103882 6
-0.68099926 6
-0.68082893 6
-0.68069626 6
-0.68051572 6
-0.68037265 6
-0.67994889 6
-0.67984776 6
-0.67979087 6
-0.67971255 6
-0.67968522 6
-0.67964747 6
-0.6795967 6
-0.67954045 6
-0.67935584 6
-0.67878385 6
-0.67832056 6
-0.67815195 6
-0.67776822 6
-0.67767795 6
-0.67736356 6
-0.67727589 6
-0.67722608 6
-0.67708885 6
-0.67675885 6
-0.67629897 6
-0.67584675 6
-0.6752317 6
-0.67360933 6
-0.67360274 6
-0.67354807 6
-0.67345283 6
-0.67312887 6
-0.67269095 6
-0.67268482 6
-0.67259954 6
-0.67232743 6
-0.67213659 6
-0.67168144 6
-0.67167367 6
-0.67146469 6
-0.67080188 6
-0.67029635 6
-0.66979767 6
-0.66959138 6
-0.66889613 6
-0.66866992 6
-0.66862619 6
-0.6685895 6
-0.66855267 6
-0.66687111 6
-0.66531001 6
-0.66476186 6
-0.66381552 6
-0.66359891 6
-0.66346249 6
-0.66219661 6
-0.66198921 6
-0.66155775 6
-0.66071959 6
-0.6602196 6
-0.65815065 6
-0.65752952 6
-0.65681784 6
-0.65664323 6
-0.65484936 6
-0.65451008 6
-0.65356302 6
-0.65303546 6
-0.65269702 6
-0.65263788 6
-0.65239227 6
-0.652302 6
-0.65213858 6
-0.65210439 6
-0.65206969 6
-0.65162666 6
-0.65160206 6
-0.65158674 6
-0.65157252 6
-0.65147245 6
-0.65105015 6
-0.65078244 6
-0.65069392 6
-0.65057185 6
-0.65004203 6
-0.65000797 6
-0.64999 6
-0.64912401 6
-0.64891258 6
-0.6487821 6
-0.64875243 6
-0.64870054 6
-0.6486308 6
-0.6486061 6
-0.64860339 6
-0.64859251 6
-0.64849806 6
-0.64843921 6
-0.64838177 6
-0.64811214 6
-0.64790767 6
-0.64788439 6
-0.64780728 6
-0.64780265 6
-0.64773336 6
-0.64765454 6
-0.64757494 6
-0.64747405 6
-0.64737571 6
-0.64735383 6
-0.64735236 6
-0.64731726 6
-0.64731571 6
-0.64726985 6
-0.64723536 6
-0.64717502 6
-0.6471677 6
-0.64710477 6
-0.64703499 6
-0.64668242 6
-0.64638918 6
-0.64637998 6
-0.64600488 6
-0.64597068 6
-0.64570459 6
-0.64561279 6
-0.64480127 6
-0.6439687 6
-0.64332098 6
-0.64239531 6
-0.64215938 6
-0.64184724 6
-0.63714368 6
-0.63633594 6
-0.63019319 6
-0.62949436 6
-0.62911091 6
-0.62861038 6
-0.62804488 6
-0.62743281 6
-0.62739205 6
-0.62709285 6
-0.62689956 6
-0.62666704 6
-0.62660248 6
-0.62624219 6
-0.62614194 6
-0.62514311 6
-0.62504115 6
-0.6239329 6
-0.62388469 6
-0.6236355 6
-0.62312909 6
-0.62272124 6
-0.62243601 6
-0.61844779 6
-0.61718882 6
-0.6170918 6
-0.61689942 6
-0.61687355 6
-0.61666749 6
-0.61640057 6
-0.61635138 6
-0.61578049 6
-0.61575938 6
-0.61573095 6
-0.61551289 6
-0.61546949 6
-0.61496174 6
-0.61190839 6
-0.61170778 6
-0.61060562 6
-0.60895171 6
-0.60844518 6
-0.60776252 6
-0.60753986 6
-0.6070711 6
-0.60701938 6
-0.60696493 6
-0.60687487 6
-0.60680646 6
-0.60665513 6
-0.60561718 6
-0.60530557 6
-0.60470689 6
-0.60468884 6
-0.60456876 6
-0.60432871 6
-0.60430985 6
-0.60427531 6
-0.60420729 6
-0.60412546 6
-0.60395411 6
-0.60388496 6
-0.60384208 6
-0.6034693 6
-0.6034291 6
-0.60325991 6
-0.6032538 6
-0.60316592 6
-0.60309265 6
-0.60295435 6
-0.60269884 6
-0.60256483 6
-0.60229698 6
-0.60221211 6
-0.60213023 6
-0.60179811 6
-0.60095623 6
-0.60081264 6
-0.60071314 6
-0.60041375 6
-0.5987589 6
-0.59812665 6
-0.59808673 6
-0.59806179 6
-0.59805982 6
-0.59802881 6
-0.5977146 6
-0.59759411 6
-0.59714578 6
-0.59713843 6
-0.59689159 6
-0.59657512 6
-0.59590175 6
-0.5958229 6
-0.59548949 6
-0.59520954 6
-0.59515456 6
-0.59474406 6
-0.59456533 6
-0.59391289 6
-0.59346778 6
-0.59294746 6
-0.59263602 6
-0.59129085 6
-0.59067591 6
-0.58967638 6
-0.5867404 6
-0.58673944 6
-0.58317423 6
-0.58282583 6
-0.58253357 6
-0.58186458 6
-0.58177287 6
-0.5816637 6
-0.58102926 6
-0.57990871 6
-0.57842764 6
-0.5775731 6
-0.57723429 6
-0.57650449 6
-0.5762917 6
-0.57563362 6
-0.57467203 6
-0.57465049 6
-0.57405574 6
-0.57287374 6
-0.5728028 6
-0.57269594 6
-0.57268925 6
-0.57215803 6
-0.57199667 6
-0.57183996 6
-0.57152102 6
-0.57113888 6
-0.57074211 6
-0.5706102 6
-0.57042135 6
-0.57040219 6
-0.57035689 6
-0.57033784 6
-0.57028366 6
-0.57017688 6
-0.56998857 6
-0.56976178 6
-0.56950237 6
-0.56748523 6
-0.56613439 6
-0.56528271 6
-0.56124053 6
-0.55501024 6
-0.55459013 6
-0.55403347 6
-0.55364723 6
-0.55342213 6
-0.55187037 6
-0.55145321 6
-0.55121872 6
-0.55113257 6
-0.5504761 6
-0.55036193 6
-0.55005625 6
-0.54898035 6
-0.54888994 6
-0.5488407 6
-0.54882053 6
-0.54834484 6
-0.54798818 6
-0.53580206 6
-0.53043555 6
-0.5296954 6
-0.52927483 6
-0.52900354 6
-0.52897751 6
-0.52888707 6
-0.5285816 6
-0.52847847 6
-0.5283177 6
-0.52825532 6
-0.52820815 6
-0.52816133 6
-0.52812472 6
-0.52794018 6
-0.52754269 6
-0.52750625 6
-0.52721737 6
-0.52720981 6
-0.52707136 6
-0.52697546 6
-0.52696355 6
-0.52647442 4
-0.52644503 6
-0.52631604 6
-0.52631352 6
-0.52629798 4
-0.52599497 6
-0.5259253 6
-0.52569433 6
-0.52564349 4
-0.52549619 6
-0.5253537 6
-0.52517198 6
-0.52515415 4
-0.52496017 6
-0.52492849 6
-0.52469283 6
-0.5246841 6
-0.52452293 4
-0.5243808 4
-0.52430565 4
-0.5242747 4
-0.52405995 4
-0.52374446 4
-0.52337062 4
-0.52295992 4
-0.5225589 4
-0.5224454 6
-0.52228723 4
-0.52054118 6
-0.52020848 6
-0.51935742 6
-0.5193305 6
-0.51910436 4
-0.51867231 6
-0.51821475 6
-0.51817946 6
-0.51800576 6
-0.51785124 6
-0.51755066 6
-0.51748825 6
-0.5173688 6
-0.51732081 6
-0.5171683 6
-0.51710336 4
-0.51644383 6
-0.51643732 6
-0.51587988 6
-0.51543293 6
-0.51510088 6
-0.51500862 6
-0.51480309 6
-0.51397372 6
-0.51342163 6
-0.51301967 6
-0.51267053 6
-0.51260299 6
-0.51251149 6
-0.51229187 6
-0.51222755 6
-0.51200914 6
-0.51192816 6
-0.51186776 6
-0.51177187 6
-0.51168069 6
-0.51155601 6
-0.51152224 6
-0.51120614 6
-0.51114788 6
-0.51060908 6
-0.51038502 6
-0.50998147 6
-0.50995353 6
-0.50994631 6
-0.50963038 6
-0.50919054 6
-0.50881796 6
-0.50851522 6
-0.50762797 6
-0.50734818 6
-0.5071373 6
-0.50676667 6
-0.50659442 6
-0.50619728 6
-0.50612251 4
-0.50608449 6
-0.50601701 6
-0.50595275 6
-0.50558194 6
-0.50525688 6
-0.50522658 6
-0.5051915 6
-0.50506152 6
-0.50500027 6
-0.50495103 6
-0.50493046 6
-0.50484754 6
-0.50480412 4
-0.50430877 6
-0.50424926 6
-0.50414574 6
-0.50400873 6
-0.50400682 6
-0.50340362 6
-0.50327282 6
-0.50315801 6
-0.50291651 6
-0.50285664 6
-0.50260324 6
-0.50243313 6
-0.5022882 6
-0.5014687 6
-0.50133635 6
-0.50125276 6
-0.50104781 6
-0.50016435 6
-0.4998787 6
-0.49979763 6
-0.49962426 6
-0.49938624 6
-0.49938493 6
-0.49919734 6
-0.49915695 6
-0.49907135 6
-0.49902282 6
-0.49885143 6
-0.49884027 6
-0.49871412 6
-0.49866699 6
-0.49855827 6
-0.49854515 4
-0.49823894 6
-0.49770778 6
-0.49738731 6
-0.49736488 6
-0.49733493 4
-0.49715507 6
-0.49701586 6
-0.49692883 6
-0.49663167 6
-0.49655784 6
-0.49642725 4
-0.49609727 4
-0.49604496 6
-0.49604447 6
-0.49589155 6
-0.49583099 6
-0.4957091 6
-0.49566483 6
-0.49534091 6
-0.49523814 6
-0.49510429 6
-0.49501882 6
-0.4947058 6
-0.49466388 6
-0.49465552 6
-0.49452293 4
-0.49451444 6
-0.4942346 6
-0.49397461 4
-0.49375248 6
-0.49373839 6
-0.49356574 6
-0.49330412 6
-0.49255325 4
-0.49182414 6
-0.49167916 4
-0.49162311 6
-0.49149448 6
-0.49101425 4
-0.49081858 6
-0.49074613 6
-0.4906858 6
-0.49061606 4
-0.49010287 6
-0.48994494 6
-0.48993746 4
-0.48968476 6
-0.48934893 6
-0.4893003 4
-0.48921177 6
-0.4887641 6
-0.48828356 6
-0.48807654 6
-0.48798199 4
-0.48792066 4
-0.48763439 4
-0.48705651 6
-0.48676808 4
-0.4866953 6
-0.48661699 4
-0.48640068 6
-0.48638418 4
-0.48609389 6
-0.48597448 6
-0.48565627 6
-0.48509613 6
-0.48499275 6
-0.48477286 6
-0.48387866 6
-0.48387135 6
-0.48383081 6
-0.48373048 6
-0.48366143 6
-0.48338895 6
-0.48335329 6
-0.48319171 6
-0.48305512 6
-0.48295555 6
-0.48294794 6
-0.48270536 6
-0.48269407 6
-0.48254721 6
-0.48242943 6
-0.47969484 4
-0.47779326 4
-0.47761797 6
-0.47670416 6
-0.47661501 6
-0.4762481 6
-0.47580404 6
-0.47557924 6
-0.47513622 6
-0.47446789 6
-0.47401358 6
-0.47373391 6
-0.4733786 6
-0.47332678 6
-0.47309476 6
-0.47305964 6
-0.47290776 6
-0.47208935 6
-0.47172153 6
-0.47149457 6
-0.4709591 6
-0.47090449 6
-0.47089745 6
-0.4703734 6
-0.46919277 6
-0.46910576 6
-0.46858585 6
-0.46855546 6
-0.46806374 6
-0.46786101 6
-0.4677435 6
-0.46748793 6
-0.46741584 6
-0.46717678 6
-0.46714544 6
-0.46711257 6
-0.46672444 6
-0.46664721 6
-0.46661039 6
-0.46597986 6
-0.46574271 6
-0.46556641 6
-0.46555798 6
-0.4653681 6
-0.46507766 6
-0.46464251 6
-0.46440597 6
-0.46350936 6
-0.46349442 6
-0.46347824 6
-0.46307866 6
-0.46300094 6
-0.4628065 6
-0.46167616 6
-0.46064075 6
-0.46011754 6
-0.45976261 6
-0.45968001 6
-0.45943713 6
-0.45934605 6
-0.45926602 6
-0.45909082 6
-0.45814538 6
-0.45808015 6
-0.45765547 6
-0.45710931 6
-0.45678333 6
-0.45397902 6
-0.45326277 6
-0.45301547 6
-0.45249989 6
-0.45224392 6
-0.45224223 6
-0.45180836 6
-0.4513231 6
-0.45116564 6
-0.45111363 6
-0.45073458 6
-0.45032114 6
-0.44939929 6
-0.44866653 6
-0.44851292 6
-0.44845779 6
-0.44833392 6
-0.44802229 6
-0.44800012 6
-0.44774279 6
-0.44753142 6
-0.44745245 6
-0.44728223 6
-0.44723746 6
-0.44664303 6
-0.44641125 6
-0.44601547 6
-0.44591306 6
-0.44582548 6
-0.44578524 6
-0.44575508 6
-0.44539979 6
-0.4453296 6
-0.44522772 6
-0.44512343 6
-0.44492145 6
-0.44470501 6
-0.44455891 6
-0.44415789 6
-0.44410872 6
-0.44400148 6
-0.44370723 6
-0.4436794 6
-0.44343088 6
-0.4433816 6
-0.44333311 6
-0.44322965 6
-0.44303921 6
-0.44298341 6
-0.44297644 6
-0.44292296 6
-0.44292215 6
-0.44292056 6
-0.44276575 6
-0.44260402 6
-0.44258851 6
-0.44244 6
-0.44228274 6
-0.44220465 6
-0.44214934 6
-0.44201371 6
-0.44198892 6
-0.44184246 6
-0.44180449 6
-0.44179941 6
-0.44149631 6
-0.44140439 6
-0.44123342 6
-0.4410928 6
-0.44089059 6
-0.4406647 6
-0.44060008 6
-0.43986251 6
-0.43982841 6
-0.4391752 6
-0.43908598 6
-0.43869786 6
-0.43850338 6
-0.43828312 6
-0.43765149 6
-0.43599991 6
-0.43599895 6
-0.4353207 6
-0.43497688 6
-0.43494687 6
-0.4349335 6
-0.43459837 6
-0.43454769 6
-0.43447109 6
-0.43443705 6
-0.43379089 6
-0.43361954 6
-0.43347099 6
-0.43343266 6
-0.43330166 6
-0.43311284 6
-0.43287564 6
-0.43287147 6
-0.43272814 6
-0.43219711 6
-0.43217281 6
-0.43205375 6
-0.43194027 6
-0.43166802 6
-0.43164599 6
-0.43135663 6
-0.43124421 6
-0.43120727 6
-0.43119994 6
-0.43105379 6
-0.43048976 6
-0.43037817 6
-0.43012743 6
-0.42999145 6
-0.4297015 6
-0.42939478 6
-0.42937687 6
-0.42928172 6
-0.42922344 6
-0.42920853 6
-0.42915082 6
-0.42898467 6
-0.42894284 6
-0.42891541 6
-0.42886777 6
-0.42884459 6
-0.42879507 6
-0.42876355 6
-0.4287565 6
-0.4286943 6
-0.42867165 6
-0.42859628 6
-0.42855651 6
-0.4284584 6
-0.4284564 6
-0.42838285 6
-0.42832511 6
-0.42830511 6
-0.42823966 6
-0.42812674 6
-0.42811848 6
-0.42807673 6
-0.42801797 6
-0.42780318 6
-0.42765925 6
-0.42759273 6
-0.4275854 6
-0.42756731 6
-0.42750161 6
-0.42748622 6
-0.42741556 6
-0.42718747 6
-0.42697528 6
-0.42690351 6
-0.42681546 6
-0.42678234 6
-0.42627738 6
-0.42592322 6
-0.42592109 6
-0.42323132 6
-0.42300649 6
-0.42257309 6
-0.42242274 6
-0.42231025 6
-0.42217154 6
-0.42174442 6
-0.42165049 4
-0.42132326 6
-0.4212968 6
-0.42072543 6
-0.42061005 6
-0.42059757 6
-0.42053432 6
-0.42023199 6
-0.41936104 6
-0.41884611 6
-0.41741315 6
-0.41707186 6
-0.41702212 6
-0.41688611 6
-0.41682883 6
-0.41677251 6
-0.41670364 6
-0.41654434 6
-0.41609252 6
-0.41607496 6
-0.41606917 6
-0.41603511 6
-0.41598755 6
-0.41564655 6
-0.41562636 6
-0.41538079 6
-0.41532087 6
-0.41519313 6
-0.41500031 6
-0.41493753 6
-0.41476707 6
-0.41448274 6
-0.41429026 6
-0.41421132 6
-0.41418636 6
-0.41411294 6
-0.41364807 6
-0.41352088 6
-0.41351103 6
-0.41330779 6
-0.41290956 6
-0.41288271 6
-0.41262215 6
-0.41260099 6
-0.4125764 6
-0.41243577 6
-0.41233831 4
-0.41224365 6
-0.41220208 6
-0.41210743 6
-0.41209073 6
-0.41197449 6
-0.41073194 6
-0.41072057 4
-0.41061224 4
-0.40941604 4
-0.40940179 4
-0.40936662 4
-0.40878863 4
-0.40874619 4
-0.40863989 6
-0.40859647 4
-0.40854833 4
-0.4081506 4
-0.40785176 4
-0.40758359 4
-0.40754692 4
-0.40713854 6
-0.40530064 4
-0.40421065 4
-0.40401823 6
-0.40285096 4
-0.39974197 6
-0.39742768 6
-0.39542151 6
-0.3945112 4
-0.39383642 6
-0.39253084 4
-0.38929322 6
-0.38878307 4
-0.38660366 4
-0.38573055 6
-0.38430972 6
-0.38400887 6
-0.38393845 6
-0.38356927 6
-0.38352723 6
-0.38326326 6
-0.38308775 6
-0.38290211 6
-0.38289974 6
-0.38275586 6
-0.3827269 6
-0.38271575 6
-0.38257697 6
-0.38224255 6
-0.38190994 4
-0.38135362 6
-0.38079759 6
-0.38065362 6
-0.38064888 6
-0.38061737 6
-0.38049396 6
-0.38046646 6
-0.38044344 6
-0.38040822 6
-0.38040597 6
-0.38024843 6
-0.38019375 6
-0.37992656 6
-0.37990948 6
-0.37946604 4
-0.37914707 6
-0.37836396 4
-0.37735168 6
-0.37697602 4
-0.37520017 4
-0.37398141 6
-0.3734869 4
-0.37235361 4
-0.3712923 4
-0.37079629 6
-0.37038823 6
-0.37032547 6
-0.37026363 4
-0.37026103 6
-0.36995818 6
-0.36984851 6
-0.36964131 6
-0.36934854 6
-0.36900066 6
-0.36844213 6
-0.36793795 6
-0.36666063 6
-0.36073577 6
-0.35951458 6
-0.35850989 6
-0.35304603 6
-0.35110356 6
-0.35060889 6
-0.35056627 6
-0.35042803 6
-0.35019491 6
-0.35019265 6
-0.35011159 6
-0.35010314 6
-0.34996235 6
-0.34973662 6
-0.3488254 6
-0.34826175 6
-0.34728903 4
-0.34538847 6
-0.3441513 6
-0.34311794 6
-0.34214172 6
-0.34143696 6
-0.34098798 6
-0.3406566 6
-0.34062468 6
-0.34049851 4
-0.3395366 6
-0.33906145 6
-0.33865955 4
-0.33849195 6
-0.33840809 6
-0.33815227 6
-0.33749321 6
-0.33709414 6
-0.3370525 4
-0.33700092 4
-0.33696886 4
-0.33685373 4
-0.33656855 6
-0.33648512 4
-0.33647198 6
-0.33630846 4
-0.33615537 4
-0.33613424 4
-0.33595625 4
-0.335879 6
-0.33548262 4
-0.33545044 6
-0.33484655 4
-0.33442032 4
-0.33437006 4
-0.33428124 4
-0.33411614 4
-0.33395902 4
-0.33393207 4
-0.33362821 4
-0.33171258 4
-0.33171074 6
-0.33105462 4
-0.33075451 6
-0.33025858 4
-0.32954564 4
-0.32837122 4
-0.32679384 6
-0.32655015 4
-0.32645795 4
-0.32581369 6
-0.32545071 6
-0.32511931 6
-0.32509091 6
-0.32497012 6
-0.32496807 6
-0.32490294 6
-0.32468904 4
-0.32411292 6
-0.32398842 4
-0.32385829 6
-0.32374961 6
-0.32373341 6
-0.3237025 6
-0.32354237 6
-0.32351269 6
-0.32348431 4
-0.32346678 6
-0.32342482 6
-0.32332877 4
-0.3232588 4
-0.32325673 6
-0.32315313 6
-0.32306946 6
-0.32303381 6
-0.32292385 6
-0.3228152 6
-0.32276049 6
-0.32262464 6
-0.32231063 6
-0.32219445 6
-0.32183175 6
-0.32174967 6
-0.3216007 6
-0.32071611 6
-0.31999367 6
-0.31991595 6
-0.31975564 6
-0.31921299 6
-0.31899903 6
-0.31898732 6
-0.31880389 6
-0.31828956 6
-0.31763562 6
-0.31698404 6
-0.31698342 6
-0.31630224 6
-0.31598521 6
-0.3157657 6
-0.31539938 6
-0.31519089 6
-0.31499675 4
-0.3142693 6
-0.31386851 6
-0.31354403 4
-0.3135015 4
-0.31347549 4
-0.31337034 4
-0.31293548 6
-0.31288208 4
-0.31258955 6
-0.31238594 6
-0.31167421 4
-0.31110318 6
-0.3110639 6
-0.31041375 4
-0.30908461 6
-0.30903844 4
-0.3082279 6
-0.3081564 4
-0.30810213 6
-0.30804296 6
-0.30780473 6
-0.30778754 6
-0.30777825 6
-0.30768092 6
-0.30763795 6
-0.30739524 4
-0.30723526 6
-0.30722946 4
-0.30717127 6
-0.30716031 6
-0.30712311 4
-0.30700146 6
-0.30696741 4
-0.30694444 4
-0.30679673 6
-0.30678117 6
-0.3067431 4
-0.30665082 6
-0.30663647 4
-0.30652213 4
-0.30635717 6
-0.30588383 4
-0.30579027 4
-0.30576776 4
-0.30483454 6
-0.30428391 6
-0.30387045 4
-0.30353807 4
-0.30304259 4
-0.30251624 6
-0.30246329 4
-0.30209407 4
-0.30174532 4
-0.30156812 4
-0.30156615 4
-0.30101447 6
-0.3008253 4
-0.30070295 4
